YearStart,LocationAbbr,LocationDesc,stratum_category,stratum_value,Data_Value,high_risk_obesity,early_warning
2020,UT,Utah,Race/Ethnicity,Non-Hispanic Black,28.0,0,0.0
2021,UT,Utah,Race/Ethnicity,Non-Hispanic Black,23.1,0,0.0
2023,UT,Utah,Race/Ethnicity,Non-Hispanic Black,32.2,0,1.0
2024,UT,Utah,Race/Ethnicity,Non-Hispanic Black,52.7,1,
2011,UT,Utah,Race/Ethnicity,Non-Hispanic White,24.4,0,0.0
2012,UT,Utah,Race/Ethnicity,Non-Hispanic White,24.4,0,0.0
2013,UT,Utah,Race/Ethnicity,Non-Hispanic White,23.6,0,0.0
2014,UT,Utah,Race/Ethnicity,Non-Hispanic White,25.7,0,0.0
2015,UT,Utah,Race/Ethnicity,Non-Hispanic White,24.1,0,0.0
2016,UT,Utah,Race/Ethnicity,Non-Hispanic White,25.0,0,0.0
2017,UT,Utah,Race/Ethnicity,Non-Hispanic White,25.0,0,0.0
2018,UT,Utah,Race/Ethnicity,Non-Hispanic White,27.1,0,0.0
2019,UT,Utah,Race/Ethnicity,Non-Hispanic White,28.8,0,0.0
2020,UT,Utah,Race/Ethnicity,Non-Hispanic White,28.0,0,0.0
2021,UT,Utah,Race/Ethnicity,Non-Hispanic White,30.3,0,0.0
2022,UT,Utah,Race/Ethnicity,Non-Hispanic White,30.3,0,0.0
2023,UT,Utah,Race/Ethnicity,Non-Hispanic White,29.3,0,0.0
2024,UT,Utah,Race/Ethnicity,Non-Hispanic White,29.7,0,
2011,UT,Utah,Race/Ethnicity,Other,19.2,0,0.0
2012,UT,Utah,Race/Ethnicity,Other,15.6,0,
2011,UT,Utah,Sex,Female,22.9,0,0.0
2012,UT,Utah,Sex,Female,24.0,0,0.0
2013,UT,Utah,Sex,Female,23.7,0,0.0
2014,UT,Utah,Sex,Female,25.8,0,0.0
2015,UT,Utah,Sex,Female,24.0,0,0.0
2016,UT,Utah,Sex,Female,25.1,0,0.0
2017,UT,Utah,Sex,Female,24.3,0,0.0
2018,UT,Utah,Sex,Female,26.8,0,0.0
2019,UT,Utah,Sex,Female,28.9,0,0.0
2020,UT,Utah,Sex,Female,28.6,0,0.0
2021,UT,Utah,Sex,Female,31.4,0,0.0
2022,UT,Utah,Sex,Female,30.5,0,0.0
2023,UT,Utah,Sex,Female,30.2,0,0.0
2024,UT,Utah,Sex,Female,30.6,0,
2011,UT,Utah,Sex,Male,25.8,0,0.0
2012,UT,Utah,Sex,Male,24.6,0,0.0
2013,UT,Utah,Sex,Male,24.6,0,0.0
2014,UT,Utah,Sex,Male,25.7,0,0.0
2015,UT,Utah,Sex,Male,24.9,0,0.0
2016,UT,Utah,Sex,Male,25.6,0,0.0
2017,UT,Utah,Sex,Male,26.1,0,0.0
2018,UT,Utah,Sex,Male,28.7,0,0.0
2019,UT,Utah,Sex,Male,29.5,0,0.0
2020,UT,Utah,Sex,Male,28.6,0,0.0
2021,UT,Utah,Sex,Male,30.5,0,0.0
2022,UT,Utah,Sex,Male,31.7,0,0.0
2023,UT,Utah,Sex,Male,30.1,0,0.0
2024,UT,Utah,Sex,Male,31.4,0,
2011,UT,Utah,Total,Total,24.4,0,0.0
2012,UT,Utah,Total,Total,24.3,0,0.0
2013,UT,Utah,Total,Total,24.1,0,0.0
2014,UT,Utah,Total,Total,25.7,0,0.0
2015,UT,Utah,Total,Total,24.5,0,0.0
2016,UT,Utah,Total,Total,25.4,0,0.0
2017,UT,Utah,Total,Total,25.3,0,0.0
2018,UT,Utah,Total,Total,27.8,0,0.0
2019,UT,Utah,Total,Total,29.2,0,0.0
2020,UT,Utah,Total,Total,28.6,0,0.0
2021,UT,Utah,Total,Total,30.9,0,0.0
2022,UT,Utah,Total,Total,31.1,0,0.0
2023,UT,Utah,Total,Total,30.2,0,0.0
2024,UT,Utah,Total,Total,31.0,0,
2011,VA,Virginia,Age (years),18 - 24,18.3,0,0.0
2012,VA,Virginia,Age (years),18 - 24,13.9,0,0.0
2013,VA,Virginia,Age (years),18 - 24,12.4,0,0.0
2014,VA,Virginia,Age (years),18 - 24,20.0,0,0.0
2015,VA,Virginia,Age (years),18 - 24,16.7,0,0.0
2016,VA,Virginia,Age (years),18 - 24,18.2,0,0.0
2017,VA,Virginia,Age (years),18 - 24,17.7,0,0.0
2018,VA,Virginia,Age (years),18 - 24,15.9,0,0.0
2019,VA,Virginia,Age (years),18 - 24,20.2,0,0.0
2020,VA,Virginia,Age (years),18 - 24,19.7,0,0.0
2021,VA,Virginia,Age (years),18 - 24,17.4,0,0.0
2022,VA,Virginia,Age (years),18 - 24,17.9,0,0.0
2023,VA,Virginia,Age (years),18 - 24,18.7,0,0.0
2024,VA,Virginia,Age (years),18 - 24,16.9,0,
2011,VA,Virginia,Age (years),25 - 34,22.9,0,0.0
2012,VA,Virginia,Age (years),25 - 34,23.5,0,0.0
2013,VA,Virginia,Age (years),25 - 34,22.7,0,0.0
2014,VA,Virginia,Age (years),25 - 34,23.3,0,0.0
2015,VA,Virginia,Age (years),25 - 34,25.3,0,0.0
2016,VA,Virginia,Age (years),25 - 34,25.7,0,0.0
2017,VA,Virginia,Age (years),25 - 34,28.8,0,0.0
2018,VA,Virginia,Age (years),25 - 34,30.0,0,0.0
2019,VA,Virginia,Age (years),25 - 34,29.4,0,0.0
2020,VA,Virginia,Age (years),25 - 34,31.8,0,0.0
2021,VA,Virginia,Age (years),25 - 34,32.9,0,0.0
2022,VA,Virginia,Age (years),25 - 34,33.3,0,1.0
2023,VA,Virginia,Age (years),25 - 34,35.1,1,
2024,VA,Virginia,Age (years),25 - 34,31.8,0,
2011,VA,Virginia,Age (years),35 - 44,30.3,0,0.0
2012,VA,Virginia,Age (years),35 - 44,28.3,0,0.0
2013,VA,Virginia,Age (years),35 - 44,32.9,0,0.0
2014,VA,Virginia,Age (years),35 - 44,29.8,0,0.0
2015,VA,Virginia,Age (years),35 - 44,33.2,0,0.0
2016,VA,Virginia,Age (years),35 - 44,29.4,0,0.0
2017,VA,Virginia,Age (years),35 - 44,31.8,0,0.0
2018,VA,Virginia,Age (years),35 - 44,30.9,0,1.0
2019,VA,Virginia,Age (years),35 - 44,34.1,1,
2020,VA,Virginia,Age (years),35 - 44,36.0,1,
2021,VA,Virginia,Age (years),35 - 44,36.7,1,
2022,VA,Virginia,Age (years),35 - 44,41.1,1,
2023,VA,Virginia,Age (years),35 - 44,39.3,1,
2024,VA,Virginia,Age (years),35 - 44,37.2,1,
2011,VA,Virginia,Age (years),45 - 54,37.1,1,
2012,VA,Virginia,Age (years),45 - 54,32.5,0,0.0
2013,VA,Virginia,Age (years),45 - 54,31.8,0,0.0
2014,VA,Virginia,Age (years),45 - 54,33.4,0,1.0
2015,VA,Virginia,Age (years),45 - 54,33.9,1,
2016,VA,Virginia,Age (years),45 - 54,36.9,1,
2017,VA,Virginia,Age (years),45 - 54,35.8,1,
2018,VA,Virginia,Age (years),45 - 54,37.6,1,
2019,VA,Virginia,Age (years),45 - 54,38.8,1,
2020,VA,Virginia,Age (years),45 - 54,38.6,1,
2021,VA,Virginia,Age (years),45 - 54,42.7,1,
2022,VA,Virginia,Age (years),45 - 54,40.3,1,
2023,VA,Virginia,Age (years),45 - 54,37.1,1,
2024,VA,Virginia,Age (years),45 - 54,36.8,1,
2011,VA,Virginia,Age (years),55 - 64,36.5,1,
2012,VA,Virginia,Age (years),55 - 64,36.3,1,
2013,VA,Virginia,Age (years),55 - 64,33.3,0,1.0
2014,VA,Virginia,Age (years),55 - 64,35.4,1,
2015,VA,Virginia,Age (years),55 - 64,34.3,1,
2016,VA,Virginia,Age (years),55 - 64,33.1,0,1.0
2017,VA,Virginia,Age (years),55 - 64,35.4,1,
2018,VA,Virginia,Age (years),55 - 64,35.2,1,
2019,VA,Virginia,Age (years),55 - 64,36.8,1,
2020,VA,Virginia,Age (years),55 - 64,37.4,1,
2021,VA,Virginia,Age (years),55 - 64,41.4,1,
2022,VA,Virginia,Age (years),55 - 64,40.2,1,
2023,VA,Virginia,Age (years),55 - 64,39.0,1,
2024,VA,Virginia,Age (years),55 - 64,36.5,1,
2011,VA,Virginia,Age (years),65 or older,26.8,0,0.0
2012,VA,Virginia,Age (years),65 or older,26.8,0,0.0
2013,VA,Virginia,Age (years),65 or older,26.4,0,0.0
2014,VA,Virginia,Age (years),65 or older,26.9,0,0.0
2015,VA,Virginia,Age (years),65 or older,29.3,0,0.0
2016,VA,Virginia,Age (years),65 or older,27.8,0,0.0
2017,VA,Virginia,Age (years),65 or older,28.2,0,0.0
2018,VA,Virginia,Age (years),65 or older,29.2,0,0.0
2019,VA,Virginia,Age (years),65 or older,29.7,0,0.0
2020,VA,Virginia,Age (years),65 or older,28.2,0,0.0
2021,VA,Virginia,Age (years),65 or older,31.6,0,1.0
2022,VA,Virginia,Age (years),65 or older,34.8,1,
2023,VA,Virginia,Age (years),65 or older,33.6,1,
2024,VA,Virginia,Age (years),65 or older,31.4,0,
2011,VA,Virginia,Education,College graduate,22.8,0,0.0
2012,VA,Virginia,Education,College graduate,19.8,0,0.0
2013,VA,Virginia,Education,College graduate,21.4,0,0.0
2014,VA,Virginia,Education,College graduate,21.5,0,0.0
2015,VA,Virginia,Education,College graduate,23.0,0,0.0
2016,VA,Virginia,Education,College graduate,22.0,0,0.0
2017,VA,Virginia,Education,College graduate,23.5,0,0.0
2018,VA,Virginia,Education,College graduate,25.2,0,0.0
2019,VA,Virginia,Education,College graduate,26.1,0,0.0
2020,VA,Virginia,Education,College graduate,26.0,0,0.0
2021,VA,Virginia,Education,College graduate,27.0,0,0.0
2022,VA,Virginia,Education,College graduate,30.0,0,0.0
2023,VA,Virginia,Education,College graduate,29.5,0,0.0
2024,VA,Virginia,Education,College graduate,27.2,0,
2011,VA,Virginia,Education,High school graduate,32.4,0,0.0
2012,VA,Virginia,Education,High school graduate,32.5,0,0.0
2013,VA,Virginia,Education,High school graduate,31.0,0,0.0
2014,VA,Virginia,Education,High school graduate,32.6,0,0.0
2015,VA,Virginia,Education,High school graduate,30.5,0,0.0
2016,VA,Virginia,Education,High school graduate,32.1,0,0.0
2017,VA,Virginia,Education,High school graduate,32.7,0,0.0
2018,VA,Virginia,Education,High school graduate,32.8,0,1.0
2019,VA,Virginia,Education,High school graduate,33.7,1,
2020,VA,Virginia,Education,High school graduate,35.5,1,
2021,VA,Virginia,Education,High school graduate,38.4,1,
2022,VA,Virginia,Education,High school graduate,36.4,1,
2023,VA,Virginia,Education,High school graduate,36.9,1,
2024,VA,Virginia,Education,High school graduate,33.5,0,
2011,VA,Virginia,Education,Less than high school,38.1,1,
2012,VA,Virginia,Education,Less than high school,33.9,1,
2013,VA,Virginia,Education,Less than high school,30.6,0,0.0
2014,VA,Virginia,Education,Less than high school,31.5,0,1.0
2015,VA,Virginia,Education,Less than high school,40.5,1,
2016,VA,Virginia,Education,Less than high school,34.6,1,
2017,VA,Virginia,Education,Less than high school,39.5,1,
2018,VA,Virginia,Education,Less than high school,34.1,1,
2019,VA,Virginia,Education,Less than high school,43.4,1,
2020,VA,Virginia,Education,Less than high school,37.1,1,
2021,VA,Virginia,Education,Less than high school,39.1,1,
2022,VA,Virginia,Education,Less than high school,40.8,1,
2023,VA,Virginia,Education,Less than high school,36.6,1,
2024,VA,Virginia,Education,Less than high school,39.8,1,
2011,VA,Virginia,Education,Some college or technical school,29.2,0,0.0
2012,VA,Virginia,Education,Some college or technical school,28.1,0,0.0
2013,VA,Virginia,Education,Some college or technical school,28.8,0,0.0
2014,VA,Virginia,Education,Some college or technical school,30.9,0,0.0
2015,VA,Virginia,Education,Some college or technical school,30.3,0,0.0
2016,VA,Virginia,Education,Some college or technical school,31.9,0,0.0
2017,VA,Virginia,Education,Some college or technical school,31.8,0,0.0
2018,VA,Virginia,Education,Some college or technical school,33.1,0,1.0
2019,VA,Virginia,Education,Some college or technical school,33.7,1,
2020,VA,Virginia,Education,Some college or technical school,35.3,1,
2021,VA,Virginia,Education,Some college or technical school,38.1,1,
2022,VA,Virginia,Education,Some college or technical school,39.0,1,
2023,VA,Virginia,Education,Some college or technical school,37.6,1,
2024,VA,Virginia,Education,Some college or technical school,36.1,1,
2011,VA,Virginia,Income,"$15,000 - $24,999",33.6,1,
2012,VA,Virginia,Income,"$15,000 - $24,999",29.4,0,0.0
2013,VA,Virginia,Income,"$15,000 - $24,999",32.4,0,0.0
2014,VA,Virginia,Income,"$15,000 - $24,999",32.8,0,1.0
2015,VA,Virginia,Income,"$15,000 - $24,999",34.0,1,
2016,VA,Virginia,Income,"$15,000 - $24,999",34.9,1,
2017,VA,Virginia,Income,"$15,000 - $24,999",36.6,1,
2018,VA,Virginia,Income,"$15,000 - $24,999",38.6,1,
2019,VA,Virginia,Income,"$15,000 - $24,999",37.9,1,
2020,VA,Virginia,Income,"$15,000 - $24,999",38.3,1,
2021,VA,Virginia,Income,"$15,000 - $24,999",41.4,1,
2022,VA,Virginia,Income,"$15,000 - $24,999",37.9,1,
2023,VA,Virginia,Income,"$15,000 - $24,999",40.6,1,
2024,VA,Virginia,Income,"$15,000 - $24,999",36.2,1,
2011,VA,Virginia,Income,"$25,000 - $34,999",36.0,1,
2012,VA,Virginia,Income,"$25,000 - $34,999",32.5,0,0.0
2013,VA,Virginia,Income,"$25,000 - $34,999",29.1,0,0.0
2014,VA,Virginia,Income,"$25,000 - $34,999",27.8,0,0.0
2015,VA,Virginia,Income,"$25,000 - $34,999",29.2,0,0.0
2016,VA,Virginia,Income,"$25,000 - $34,999",31.5,0,1.0
2017,VA,Virginia,Income,"$25,000 - $34,999",39.5,1,
2018,VA,Virginia,Income,"$25,000 - $34,999",30.7,0,1.0
2019,VA,Virginia,Income,"$25,000 - $34,999",36.3,1,
2020,VA,Virginia,Income,"$25,000 - $34,999",34.0,1,
2021,VA,Virginia,Income,"$25,000 - $34,999",35.1,1,
2022,VA,Virginia,Income,"$25,000 - $34,999",42.0,1,
2023,VA,Virginia,Income,"$25,000 - $34,999",35.9,1,
2024,VA,Virginia,Income,"$25,000 - $34,999",35.0,1,
2011,VA,Virginia,Income,"$35,000 - $49,999",33.0,0,0.0
2012,VA,Virginia,Income,"$35,000 - $49,999",30.0,0,0.0
2013,VA,Virginia,Income,"$35,000 - $49,999",27.2,0,0.0
2014,VA,Virginia,Income,"$35,000 - $49,999",30.4,0,0.0
2015,VA,Virginia,Income,"$35,000 - $49,999",32.4,0,0.0
2016,VA,Virginia,Income,"$35,000 - $49,999",31.7,0,1.0
2017,VA,Virginia,Income,"$35,000 - $49,999",33.7,1,
2018,VA,Virginia,Income,"$35,000 - $49,999",33.6,1,
2019,VA,Virginia,Income,"$35,000 - $49,999",35.2,1,
2020,VA,Virginia,Income,"$35,000 - $49,999",35.9,1,
2021,VA,Virginia,Income,"$35,000 - $49,999",36.5,1,
2022,VA,Virginia,Income,"$35,000 - $49,999",37.3,1,
2023,VA,Virginia,Income,"$35,000 - $49,999",37.2,1,
2024,VA,Virginia,Income,"$35,000 - $49,999",34.2,1,
2011,VA,Virginia,Income,"$50,000 - $74,999",25.2,0,0.0
2012,VA,Virginia,Income,"$50,000 - $74,999",26.7,0,0.0
2013,VA,Virginia,Income,"$50,000 - $74,999",28.3,0,0.0
2014,VA,Virginia,Income,"$50,000 - $74,999",29.3,0,0.0
2015,VA,Virginia,Income,"$50,000 - $74,999",30.8,0,0.0
2016,VA,Virginia,Income,"$50,000 - $74,999",29.2,0,0.0
2017,VA,Virginia,Income,"$50,000 - $74,999",29.2,0,1.0
2018,VA,Virginia,Income,"$50,000 - $74,999",35.9,1,
2019,VA,Virginia,Income,"$50,000 - $74,999",31.9,0,1.0
2020,VA,Virginia,Income,"$50,000 - $74,999",34.4,1,
2021,VA,Virginia,Income,"$50,000 - $74,999",38.4,1,
2022,VA,Virginia,Income,"$50,000 - $74,999",37.2,1,
2023,VA,Virginia,Income,"$50,000 - $74,999",34.6,1,
2024,VA,Virginia,Income,"$50,000 - $74,999",37.7,1,
2011,VA,Virginia,Income,"$75,000 or greater",26.1,0,0.0
2012,VA,Virginia,Income,"$75,000 or greater",22.9,0,0.0
2013,VA,Virginia,Income,"$75,000 or greater",23.5,0,0.0
2014,VA,Virginia,Income,"$75,000 or greater",25.4,0,0.0
2015,VA,Virginia,Income,"$75,000 or greater",25.2,0,0.0
2016,VA,Virginia,Income,"$75,000 or greater",25.1,0,0.0
2017,VA,Virginia,Income,"$75,000 or greater",26.1,0,0.0
2018,VA,Virginia,Income,"$75,000 or greater",26.9,0,0.0
2019,VA,Virginia,Income,"$75,000 or greater",28.2,0,0.0
2020,VA,Virginia,Income,"$75,000 or greater",30.3,0,1.0
2021,VA,Virginia,Income,"$75,000 or greater",38.9,1,
2022,VA,Virginia,Income,"$75,000 or greater",37.7,1,
2023,VA,Virginia,Income,"$75,000 or greater",39.2,1,
2024,VA,Virginia,Income,"$75,000 or greater",31.5,0,
2011,VA,Virginia,Income,Data not reported,24.6,0,0.0
2012,VA,Virginia,Income,Data not reported,20.9,0,0.0
2013,VA,Virginia,Income,Data not reported,23.5,0,0.0
2014,VA,Virginia,Income,Data not reported,24.9,0,0.0
2015,VA,Virginia,Income,Data not reported,25.1,0,0.0
2016,VA,Virginia,Income,Data not reported,25.1,0,0.0
2017,VA,Virginia,Income,Data not reported,24.7,0,0.0
2018,VA,Virginia,Income,Data not reported,22.5,0,0.0
2019,VA,Virginia,Income,Data not reported,29.3,0,0.0
2020,VA,Virginia,Income,Data not reported,24.7,0,0.0
2021,VA,Virginia,Income,Data not reported,30.1,0,0.0
2022,VA,Virginia,Income,Data not reported,31.5,0,0.0
2023,VA,Virginia,Income,Data not reported,30.3,0,0.0
2024,VA,Virginia,Income,Data not reported,29.3,0,
2011,VA,Virginia,Income,"Less than $15,000",34.3,1,
2012,VA,Virginia,Income,"Less than $15,000",40.6,1,
2013,VA,Virginia,Income,"Less than $15,000",33.4,0,1.0
2014,VA,Virginia,Income,"Less than $15,000",36.0,1,
2015,VA,Virginia,Income,"Less than $15,000",40.4,1,
2016,VA,Virginia,Income,"Less than $15,000",38.1,1,
2017,VA,Virginia,Income,"Less than $15,000",38.0,1,
2018,VA,Virginia,Income,"Less than $15,000",36.6,1,
2019,VA,Virginia,Income,"Less than $15,000",39.6,1,
2020,VA,Virginia,Income,"Less than $15,000",38.5,1,
2021,VA,Virginia,Income,"Less than $15,000",38.2,1,
2022,VA,Virginia,Income,"Less than $15,000",40.3,1,
2023,VA,Virginia,Income,"Less than $15,000",45.2,1,
2024,VA,Virginia,Income,"Less than $15,000",36.8,1,
2011,VA,Virginia,Race/Ethnicity,2 or more races,30.0,0,1.0
2012,VA,Virginia,Race/Ethnicity,2 or more races,34.3,1,
2013,VA,Virginia,Race/Ethnicity,2 or more races,30.5,0,0.0
2014,VA,Virginia,Race/Ethnicity,2 or more races,29.1,0,0.0
2015,VA,Virginia,Race/Ethnicity,2 or more races,31.9,0,1.0
2016,VA,Virginia,Race/Ethnicity,2 or more races,36.2,1,
2017,VA,Virginia,Race/Ethnicity,2 or more races,22.5,0,1.0
2018,VA,Virginia,Race/Ethnicity,2 or more races,37.1,1,
2019,VA,Virginia,Race/Ethnicity,2 or more races,33.7,1,
2020,VA,Virginia,Race/Ethnicity,2 or more races,27.3,0,0.0
2021,VA,Virginia,Race/Ethnicity,2 or more races,24.7,0,0.0
2022,VA,Virginia,Race/Ethnicity,2 or more races,31.5,0,1.0
2023,VA,Virginia,Race/Ethnicity,2 or more races,42.0,1,
2024,VA,Virginia,Race/Ethnicity,2 or more races,33.4,0,
2012,VA,Virginia,Race/Ethnicity,American Indian/Alaska Native,39.1,1,
2013,VA,Virginia,Race/Ethnicity,American Indian/Alaska Native,24.2,0,0.0
2014,VA,Virginia,Race/Ethnicity,American Indian/Alaska Native,30.5,0,0.0
2015,VA,Virginia,Race/Ethnicity,American Indian/Alaska Native,24.9,0,1.0
2016,VA,Virginia,Race/Ethnicity,American Indian/Alaska Native,47.8,1,
2017,VA,Virginia,Race/Ethnicity,American Indian/Alaska Native,25.5,0,0.0
2018,VA,Virginia,Race/Ethnicity,American Indian/Alaska Native,29.4,0,0.0
2019,VA,Virginia,Race/Ethnicity,American Indian/Alaska Native,28.1,0,0.0
2020,VA,Virginia,Race/Ethnicity,American Indian/Alaska Native,25.4,0,0.0
2022,VA,Virginia,Race/Ethnicity,American Indian/Alaska Native,27.8,0,0.0
2024,VA,Virginia,Race/Ethnicity,American Indian/Alaska Native,26.5,0,
2011,VA,Virginia,Race/Ethnicity,Asian,11.5,0,0.0
2012,VA,Virginia,Race/Ethnicity,Asian,8.8,0,0.0
2013,VA,Virginia,Race/Ethnicity,Asian,10.2,0,0.0
2014,VA,Virginia,Race/Ethnicity,Asian,8.8,0,0.0
2015,VA,Virginia,Race/Ethnicity,Asian,12.3,0,0.0
2016,VA,Virginia,Race/Ethnicity,Asian,12.6,0,0.0
2017,VA,Virginia,Race/Ethnicity,Asian,7.5,0,0.0
2018,VA,Virginia,Race/Ethnicity,Asian,13.4,0,0.0
2019,VA,Virginia,Race/Ethnicity,Asian,9.6,0,0.0
2020,VA,Virginia,Race/Ethnicity,Asian,12.3,0,0.0
2021,VA,Virginia,Race/Ethnicity,Asian,15.1,0,0.0
2022,VA,Virginia,Race/Ethnicity,Asian,10.7,0,0.0
2023,VA,Virginia,Race/Ethnicity,Asian,13.9,0,0.0
2024,VA,Virginia,Race/Ethnicity,Asian,10.7,0,
2011,VA,Virginia,Race/Ethnicity,Hispanic,31.3,0,0.0
2012,VA,Virginia,Race/Ethnicity,Hispanic,19.3,0,0.0
2013,VA,Virginia,Race/Ethnicity,Hispanic,22.4,0,0.0
2014,VA,Virginia,Race/Ethnicity,Hispanic,31.1,0,0.0
2015,VA,Virginia,Race/Ethnicity,Hispanic,29.6,0,0.0
2016,VA,Virginia,Race/Ethnicity,Hispanic,28.0,0,0.0
2017,VA,Virginia,Race/Ethnicity,Hispanic,32.2,0,0.0
2018,VA,Virginia,Race/Ethnicity,Hispanic,27.7,0,0.0
2019,VA,Virginia,Race/Ethnicity,Hispanic,33.1,0,0.0
2020,VA,Virginia,Race/Ethnicity,Hispanic,33.0,0,0.0
2021,VA,Virginia,Race/Ethnicity,Hispanic,30.2,0,1.0
2022,VA,Virginia,Race/Ethnicity,Hispanic,34.2,1,
2023,VA,Virginia,Race/Ethnicity,Hispanic,31.7,0,0.0
2024,VA,Virginia,Race/Ethnicity,Hispanic,30.6,0,
2011,VA,Virginia,Race/Ethnicity,Non-Hispanic Black,37.9,1,
2012,VA,Virginia,Race/Ethnicity,Non-Hispanic Black,38.3,1,
2013,VA,Virginia,Race/Ethnicity,Non-Hispanic Black,39.4,1,
2014,VA,Virginia,Race/Ethnicity,Non-Hispanic Black,38.9,1,
2015,VA,Virginia,Race/Ethnicity,Non-Hispanic Black,39.2,1,
2016,VA,Virginia,Race/Ethnicity,Non-Hispanic Black,40.0,1,
2017,VA,Virginia,Race/Ethnicity,Non-Hispanic Black,43.6,1,
2018,VA,Virginia,Race/Ethnicity,Non-Hispanic Black,40.2,1,
2019,VA,Virginia,Race/Ethnicity,Non-Hispanic Black,44.5,1,
2020,VA,Virginia,Race/Ethnicity,Non-Hispanic Black,43.3,1,
2021,VA,Virginia,Race/Ethnicity,Non-Hispanic Black,46.7,1,
2022,VA,Virginia,Race/Ethnicity,Non-Hispanic Black,50.2,1,
2023,VA,Virginia,Race/Ethnicity,Non-Hispanic Black,43.0,1,
2024,VA,Virginia,Race/Ethnicity,Non-Hispanic Black,44.5,1,
2011,VA,Virginia,Race/Ethnicity,Non-Hispanic White,27.5,0,0.0
2012,VA,Virginia,Race/Ethnicity,Non-Hispanic White,26.0,0,0.0
2013,VA,Virginia,Race/Ethnicity,Non-Hispanic White,25.6,0,0.0
2014,VA,Virginia,Race/Ethnicity,Non-Hispanic White,26.7,0,0.0
2015,VA,Virginia,Race/Ethnicity,Non-Hispanic White,27.8,0,0.0
2016,VA,Virginia,Race/Ethnicity,Non-Hispanic White,27.5,0,0.0
2017,VA,Virginia,Race/Ethnicity,Non-Hispanic White,28.4,0,0.0
2018,VA,Virginia,Race/Ethnicity,Non-Hispanic White,29.3,0,0.0
2019,VA,Virginia,Race/Ethnicity,Non-Hispanic White,30.4,0,0.0
2020,VA,Virginia,Race/Ethnicity,Non-Hispanic White,31.2,0,0.0
2021,VA,Virginia,Race/Ethnicity,Non-Hispanic White,33.3,0,1.0
2022,VA,Virginia,Race/Ethnicity,Non-Hispanic White,33.9,1,
2023,VA,Virginia,Race/Ethnicity,Non-Hispanic White,34.0,1,
2024,VA,Virginia,Race/Ethnicity,Non-Hispanic White,31.4,0,
2012,VA,Virginia,Race/Ethnicity,Other,22.0,0,0.0
2013,VA,Virginia,Race/Ethnicity,Other,30.8,0,1.0
2021,VA,Virginia,Race/Ethnicity,Other,35.9,1,
2011,VA,Virginia,Sex,Female,28.6,0,0.0
2012,VA,Virginia,Sex,Female,27.5,0,0.0
2013,VA,Virginia,Sex,Female,27.3,0,0.0
2014,VA,Virginia,Sex,Female,29.3,0,0.0
2015,VA,Virginia,Sex,Female,29.7,0,0.0
2016,VA,Virginia,Sex,Female,29.5,0,0.0
2017,VA,Virginia,Sex,Female,31.6,0,0.0
2018,VA,Virginia,Sex,Female,30.2,0,1.0
2019,VA,Virginia,Sex,Female,34.2,1,
2020,VA,Virginia,Sex,Female,31.8,0,1.0
2021,VA,Virginia,Sex,Female,34.9,1,
2022,VA,Virginia,Sex,Female,36.3,1,
2023,VA,Virginia,Sex,Female,36.0,1,
2024,VA,Virginia,Sex,Female,33.3,0,
2011,VA,Virginia,Sex,Male,29.7,0,0.0
2012,VA,Virginia,Sex,Male,27.3,0,0.0
2013,VA,Virginia,Sex,Male,27.1,0,0.0
2014,VA,Virginia,Sex,Male,27.7,0,0.0
2015,VA,Virginia,Sex,Male,28.8,0,0.0
2016,VA,Virginia,Sex,Male,28.5,0,0.0
2017,VA,Virginia,Sex,Male,28.5,0,0.0
2018,VA,Virginia,Sex,Male,30.4,0,0.0
2019,VA,Virginia,Sex,Male,29.6,0,0.0
2020,VA,Virginia,Sex,Male,32.6,0,1.0
2021,VA,Virginia,Sex,Male,33.6,1,
2022,VA,Virginia,Sex,Male,34.2,1,
2023,VA,Virginia,Sex,Male,32.6,0,0.0
2024,VA,Virginia,Sex,Male,31.4,0,
2011,VA,Virginia,Total,Total,29.2,0,0.0
2012,VA,Virginia,Total,Total,27.4,0,0.0
2013,VA,Virginia,Total,Total,27.2,0,0.0
2014,VA,Virginia,Total,Total,28.5,0,0.0
2015,VA,Virginia,Total,Total,29.2,0,0.0
2016,VA,Virginia,Total,Total,29.0,0,0.0
2017,VA,Virginia,Total,Total,30.1,0,0.0
2018,VA,Virginia,Total,Total,30.4,0,0.0
2019,VA,Virginia,Total,Total,31.9,0,0.0
2020,VA,Virginia,Total,Total,32.2,0,1.0
2021,VA,Virginia,Total,Total,34.2,1,
2022,VA,Virginia,Total,Total,35.2,1,
2023,VA,Virginia,Total,Total,34.3,1,
2024,VA,Virginia,Total,Total,32.3,0,
2016,VI,Virgin Islands,Age (years),18 - 24,15.5,0,0.0
2021,VI,Virgin Islands,Age (years),18 - 24,18.1,0,0.0
2022,VI,Virgin Islands,Age (years),18 - 24,3.8,0,0.0
2023,VI,Virgin Islands,Age (years),18 - 24,24.9,0,0.0
2024,VI,Virgin Islands,Age (years),18 - 24,19.9,0,
2016,VI,Virgin Islands,Age (years),25 - 34,40.3,1,
2021,VI,Virgin Islands,Age (years),25 - 34,27.5,0,0.0
2022,VI,Virgin Islands,Age (years),25 - 34,22.4,0,1.0
2023,VI,Virgin Islands,Age (years),25 - 34,34.9,1,
2024,VI,Virgin Islands,Age (years),25 - 34,28.9,0,
